cell,fusion,alpha,top_k_stage1,rerank,rerank_model,truncation,mode,final_k,query_idx,question,origin_chunk_id,gold_in_stage1_pool,stage1_size,rerank_top_score,rerank_bottom_score,rerank_latency_ms,hit_rank,recall_at_5,mrr10,ndcg_at_10
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,121,Why is $0 not an option for determining the location of my script?,01KSHSNCYJDM65C0GCJTVGWA2B,1,50,9.4375,4.8125,962.6,1,1,1.000000,1.000000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,122,How does shellmath handle decimal numbers by splitting them into integer and fractional parts?,01KSHSNCHW3R2PVWJ2FKGJEYN5,1,50,8.875,1.8125,984.9,1,1,1.000000,1.000000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,123,How do I create a progress bar? How do I see a progress indicator when copying/moving files?,01KSHSNCWSSY4YAR6GJFP37AMD,1,50,,,523.6,0,0,0.000000,0.000000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,124,Bash difference between [[ $path = foo* ]] and [[ $path =~ $re ]] pattern matching,01KSHSND16GFQMW1QEH51E1Y25,1,50,7.875,5.75,1307.5,1,1,1.000000,1.000000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,125,Why use hard-coded ANSI escape sequences instead of tput for terminal colors due to broken terminfo databases?,01KSHSNCYSZ3RQ555QEF1PNF4T,1,50,7.875,6.625,1209.0,3,1,0.333333,0.500000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,126,How to avoid $? being overwritten by echo/printf commands in Bash?,01KSHSND6FF0PQREG89BPM4K9C,1,50,7.9375,4.25,986.6,0,0,0.000000,0.000000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,127,How do I create a progress bar? How do I see a progress indicator when copying/moving files?,01KSHSNCYV1HGTJTVYYQ0F4XZB,1,50,,,524.8,0,0,0.000000,0.000000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,128,What is the exception for using double parentheses in arithmetic contexts according to SC2322?,01KSHSND6E3VD5XR39D6G0PKH9,0,50,6.6875,-0.9375,638.5,0,0,0.000000,0.000000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,129,POSIX sh test -N undefined exceptions,01KSHSND5X5MP76817PE6JQCB0,1,50,9.625,6.5,726.6,2,1,0.500000,0.630930
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,130,man rbash restricted shell section,01KSHSNC3EV2VK442CXJJEXA62,1,50,,,635.5,0,0,0.000000,0.000000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,131,How to group commands in a shell script using curly braces and what is the required syntax termination?,01KSHSND55K23TNHE25DFVCS7A,1,50,,,584.7,0,0,0.000000,0.000000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,132,how to group commands in a subshell in bash,01KSHSND54YTYJEYS9K8ZXGHET,1,50,,,560.0,0,0,0.000000,0.000000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,133,How to properly unset elements in a Bash sparse array to avoid unintended filename globbing,01KSHSNCW3R71A0GZ9G7SWC86Q,1,50,8.625,6.25,1430.1,4,1,0.250000,0.430677
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,134,SC3004.md,01KSHSND6ATWC18CSYZ7DJVB5F,1,50,8.8125,3.9375,144.2,1,1,1.000000,1.000000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,135,sh manpage arithmetic evaluation operators precedence,01KSHSNCQJ1A9C66WXK6EQZRTF,1,50,6.9375,5.875,1019.3,2,1,0.500000,0.630930
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,136,What are the related topics and resources for conditional expressions in shell scripting?,01KSHSND56XW467HCJ7KSQQDCR,0,50,6.4375,5.125,1394.4,0,0,0.000000,0.000000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,137,Bash syntax error command ending with apostrophe,01KSHSND6R2KF0GY78D52GR4BP,0,50,,,538.5,0,0,0.000000,0.000000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,138,BashSheet basic structures examples,01KSHSND1B99JABS5DV0BKMXWW,1,50,,,598.8,0,0,0.000000,0.000000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,139,How can I find tutorials and references for using the ed text editor in scripts?,01KSHSND41FNN7K4EZMCVP8W76,1,50,,,239.0,0,0,0.000000,0.000000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,140,Bash built-in commands for process and job control,01KSHSND1W4B91A01WT4H9VY66,1,50,,,599.0,0,0,0.000000,0.000000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,141,How to enable SC2248 ShellCheck rule for quote-safe-variables directive?,01KSHSND7134J7BG168ANNMGNH,1,50,,,259.0,0,0,0.000000,0.000000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,142,order of expansions and substitutions in Bash,01KSHSND4ZG6ZXHS42S8C1W7J2,1,50,8.3125,6.125,1212.8,1,1,1.000000,1.000000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,143,Bash exceptions to using -n for string checks,01KSHSND72Q2J0M283QJZ2N8PH,0,50,,,213.9,0,0,0.000000,0.000000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,144,"How does Bash handle command substitution with $(...), including trailing newlines, word splitting, quoting, and potential conflicts with arithmetic expansion?",01KSHSND50RBT9PVVBZPWAP611,1,50,,,612.9,0,0,0.000000,0.000000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,145,sh manpage,01KSHSNCPXD8TW3C84BBBF9V22,1,50,,,576.9,0,0,0.000000,0.000000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,146,How to perform floating-point calculations directly in Bash using shellmath?,01KSHSNCHW3R2PVWJ2FKGJEYN6,1,50,,,564.8,0,0,0.000000,0.000000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,147,decode binary data to ascii in bash script bindec.bash nul character issue,01KSHSNCZ2SMXP406DPZGG8PHP,1,50,9.6875,2.875,2411.2,1,1,1.000000,1.000000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,148,Bash select command alternative syntax using braces,01KSHSND53W492KBD9TP73G49C,1,50,,,630.8,0,0,0.000000,0.000000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,149,hardlink definition and characteristics in filesystem,01KSHSND46W1GXEAEXVHK1NPFR,1,50,6.0,3.8125,955.2,1,1,1.000000,1.000000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,150,how to check if a variable is defined in bash using parameter expansion,01KSHSND2B0BDE2GED8HP41C8S,1,50,7.625,5.125,1293.5,3,1,0.333333,0.500000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,151,POSIX regex differences between expr grep and awk BRE ERE,01KSHSNCYV1HGTJTVYYQ0F4XZ6,1,50,8.1875,1.875,1343.0,1,1,1.000000,1.000000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,152,How can I get a file's permissions or metadata without parsing ls -l output in Bash?,01KSHSNCWTSYN79T85P20X2VE5,1,50,8.0625,3.875,1207.4,1,1,1.000000,1.000000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,153,Portability considerations when grouping commands in subshells using curly braces in shell scripts,01KSHSND55K23TNHE25DFVCS7D,1,50,,,638.5,0,0,0.000000,0.000000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,154,Are there exceptions for file descriptors outside 0-9 in POSIX sh?,01KSHSND66G6AE7M0BECZKRESY,0,50,8.5625,3.375,1134.1,0,0,0.000000,0.000000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,155,caller command synopsis,01KSHSND4VD23GPDDXCA8SBTXY,1,50,,,151.6,0,0,0.000000,0.000000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,156,SC3040.md,01KSHSND626BG6M5VQZPTXSRT5,1,50,8.9375,5.3125,158.1,1,1,1.000000,1.000000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,157,How to capture command output including stderr and preserve trailing newlines in shell command substitution examples?,01KSHSND51CVJPFQYVZ54NF103,1,50,7.8125,5.1875,1071.2,1,1,1.000000,1.000000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,158,"How do the -f and -F options with declare/typeset in Bash handle function definitions, exporting functions via export -f, and managing recursion depth with FUNCNEST?",01KSHSNCE5MGYZ6KG5H4WKB5K6,1,50,8.5,6.3125,1488.7,3,1,0.333333,0.500000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,159,"How does brace expansion differ from glob patterns in shell, including examples and expansion order?",01KSHSNCVTBK4Z0KH8CKT7V9P5,1,50,7.75,6.75,1351.5,1,1,1.000000,1.000000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,160,Bash cd error checking best practices,01KSHSND0XZ1NHJA7DM0PQC6ZD,1,50,7.625,4.375,947.8,1,1,1.000000,1.000000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,161,while loop synopsis and description,01KSHSND53W492KBD9TP73G498,1,50,7.375,0.375,748.9,1,1,1.000000,1.000000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,162,POSIX dynamically scoped variables advantages disadvantages recursive functions,01KSHSND03NFTP3G8T55ZNXHJS,1,50,7.5625,4.4375,1934.2,1,1,1.000000,1.000000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,163,redirect stderr to pipe while keeping stdout in Bourne shell,01KSHSNCYYZM60SYFKY30B86HD,1,50,8.5,6.1875,1324.3,2,1,0.500000,0.630930
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,164,What is the content of SC3017.md?,01KSHSND67WNTZXN4NN2T3E7VY,1,50,7.3125,3.75,147.1,1,1,1.000000,1.000000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,165,Bash style guide [ -n ] vs ! [ -z ] exceptions,01KSHSND742RHZ7F1N89H7XG61,1,50,,,269.5,0,0,0.000000,0.000000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,166,Bash echo $foo causes massive confusion word splitting and globbing issues,01KSHSND0WB3XTRKXW8N9FQJ9R,1,50,,,166.7,0,0,0.000000,0.000000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,167,why won't sudo cd work?,01KSHSND75W7JNHEFG0EQQ6VNG,1,50,6.8125,1.125,988.8,1,1,1.000000,1.000000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,168,What is the content of SC2168.md?,01KSHSND7KZDPQTK94MAKVKX9Y,1,50,7.375,4.3125,147.0,1,1,1.000000,1.000000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,169,How can decimal arithmetic be implemented in Bash given its lack of built-in floating point operators?,01KSHSNCHW3R2PVWJ2FKGJEYN4,1,50,7.3125,6.125,2035.4,3,1,0.333333,0.500000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,170,SC2320.md content,01KSHSND6E3VD5XR39D6G0PKHE,1,50,6.875,4.125,145.1,1,1,1.000000,1.000000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,171,how to find and replace in files using bash and vim with confirmation,01KSHSNCYCAFVK2WG11EX2D4T3,1,50,,,180.0,0,0,0.000000,0.000000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,172,SC2218.md content,01KSHSND78AMN1GGKMR9A6VV26,1,50,7.3125,4.0625,190.6,1,1,1.000000,1.000000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,173,What are the main sections and topics covered in the FullBashGuide?,01KSHSNCVMXSCY0EJ8WGAYRBW3,1,50,6.75,2.5,730.8,1,1,1.000000,1.000000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,174,SC2268.md content,01KSHSND6WXHF5SA9VWMMF4RD2,1,50,7.3125,4.125,145.3,1,1,1.000000,1.000000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,175,How to use Bash read with timeout and prompt for user input,01KSHSNCZ9VNV59GGXQBJHHBP6,1,50,,,359.3,0,0,0.000000,0.000000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,176,Bash common utility functions die function example,01KSHSND0B8XMR5T4FNEFE4HBZ,1,50,10.6875,5.0,1950.0,2,1,0.500000,0.630930
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,177,What are the components of the command execution environment in Bash?,01KSHSNCE7805DC7044B7KVJND,1,50,,,780.6,0,0,0.000000,0.000000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,178,why does using $partial_path_version in a curl URL cause variable expansion issues in shell scripts,01KSHSND70N24Z1J933N5FEAP0,1,50,10.25,-0.1875,705.5,1,1,1.000000,1.000000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,179,shellcheck SC2145 $@ mixing string and array exceptions,01KSHSND7RW6EHB6V6W4HZ8ZM7,1,50,,,163.2,0,0,0.000000,0.000000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,180,ln command no destination error,01KSHSND775ZN7PEKH8PZ3G097,0,50,6.875,-3.75,940.4,0,0,0.000000,0.000000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,181,how to format time command output to show hours minutes and seconds using awk and TIMEFORMAT=%R,01KSHSNCYMN2Q532ZZ8ABSC490,1,50,7.3125,2.125,1469.0,1,1,1.000000,1.000000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,182,SC2077.md content,01KSHSND860E18852HZDRHQ175,1,50,7.125,4.3125,144.8,1,1,1.000000,1.000000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,183,how does quoting the delimiter in a bash here document affect content expansion and quote removal?,01KSHSND16GFQMW1QEH51E1Y27,1,50,,,625.7,0,0,0.000000,0.000000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,184,Why is using strings to store multiple values in Bash considered problematic and what are the delimiter issues involved?,01KSHSNCW04DW406NRVKW3S35D,1,50,7.0625,6.125,2099.6,2,1,0.500000,0.630930
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,185,how to use set -x and set +x for debugging in bash scripts,01KSHSND4FQD64VB6STNK8TDRR,1,50,8.875,5.375,1279.4,1,1,1.000000,1.000000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,186,What is the content of SC2244.md?,01KSHSND72Q2J0M283QJZ2N8PD,1,50,6.9375,3.5,144.9,1,1,1.000000,1.000000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,187,What are the return statuses for the readonly command and what do they indicate?,01KSHSND4G3H8GB51VBERV4DVR,1,50,7.25,6.875,845.1,0,0,0.000000,0.000000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,188,How to configure Bash prompt colors using tput without hardcoding ANSI escape sequences?,01KSHSNCYSZ3RQ555QEF1PNF4Q,1,50,8.6875,5.8125,1210.9,2,1,0.500000,0.630930
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,189,When and why not to use a custom IFS in shell scripting,01KSHSND17WD31P47E6H538W6Y,1,50,8.9375,4.875,1025.3,1,1,1.000000,1.000000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,190,how to log stdout and stderr together in bash keeping lines in sync,01KSHSND0DAWMDPBKYXYY69M35,1,50,7.25,4.875,1166.2,2,1,0.500000,0.630930
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,191,Bash special parameters $* $@ explanation and examples,01KSHSND1D3XH3ABP76DC7Z1M1,1,50,8.125,6.875,1023.4,1,1,1.000000,1.000000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,192,Bash parameter expansion difference between ${v#p} and ${v##p},01KSHSNCVS9VGHHAEGBPQGTRBG,1,50,7.0,5.0,1132.7,1,1,1.000000,1.000000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,193,types of quoting in bash,01KSHSND15JEGHJH9SF6Y667T5,1,50,,,711.6,0,0,0.000000,0.000000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,194,Quote removal in Bash expansion process: unquoted characters and their removal,01KSHSNCE3BAVA8K0DMFEE7CT5,1,50,,,609.9,0,0,0.000000,0.000000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,195,how to use the exec builtin command in shell scripting,01KSHSND4RF155R3KES3GZNYEE,1,50,,,573.9,0,0,0.000000,0.000000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,196,How can I make an alias that takes an argument?,01KSHSND013361FTXN7GHXNKWQ,1,50,8.3125,5.3125,1012.1,3,1,0.333333,0.500000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,197,SC2193.md,01KSHSND7E11QCWD5Q229HH0DV,1,50,8.125,5.0,146.2,1,1,1.000000,1.000000
Q3_qwen3_notrunc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,0,rpc,5,198,POSIX sh local undefined exceptions,01KSHSND61906AE5J83PM2AX9D,0,50,,,171.2,0,0,0.000000,0.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,0,Are there any exceptions to the rule that `+=` is undefined in POSIX sh?,01KSHSND66G6AE7M0BECZKREST,0,50,8.0,6.9375,6662.0,0,0,0.000000,0.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,1,SC2104.md,01KSHSND80A396HJ701A2TB9FW,1,50,8.125,3.9375,140.4,1,1,1.000000,1.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,2,How do I determine whether a variable is already defined? Or a function?,01KSHSND029K1S14CP1FHQTEH9,1,50,7.5625,5.8125,640.2,3,1,0.333333,0.500000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,3,how to fetch ssh hostkeys and add to known_hosts without interaction,01KSHSND2RCY7CHWM7FA7WZB97,1,50,8.625,-6.0,800.1,1,1,1.000000,1.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,4,Why is ${$x} invalid in shell scripts and how to correctly use variable expansion and indirection?,01KSHSND6N5MGRV3JHMRAV4WG0,0,50,10.3125,5.3125,694.9,0,0,0.000000,0.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,5,SC2286.md,01KSHSND6R2KF0GY78D52GR4BV,1,50,7.8125,4.0625,141.0,1,1,1.000000,1.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,6,How to perform arithmetic evaluation in Bash using let and (( )) commands,01KSHSNCW876EV9G679ZTBEAB9,1,50,8.875,7.1875,645.3,3,1,0.333333,0.500000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,7,Are there exceptions to the rule that numbers with leading 0 are considered octal in Bash?,01KSHSND860E18852HZDRHQ16Y,1,50,8.0625,6.375,899.2,0,0,0.000000,0.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,8,What is the historical relationship between bc and dc in Unix?,01KSHSND44D8XQPG0N023DTMG6,1,50,8.3125,-1.1875,834.1,1,1,1.000000,1.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,9,readline incremental search command history,01KSHSNCP4QVJ5E3899KKDN3KW,1,50,8.375,7.6875,815.4,3,1,0.333333,0.500000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,10,"How to use ${@:START:COUNT} for expanding a range of positional parameters in Bash, including negative start values and differences between Bash 4 and older versions?",01KSHSND33D2JNEANE8TKRJBPJ,1,50,8.6875,6.25,938.5,1,1,1.000000,1.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,11,how to configure bash to archive command history by month using HISTFILE and date formatting,01KSHSND0579P0E32617QJ5WJ4,1,50,6.25,2.875,1306.8,1,1,1.000000,1.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,12,How does the [n]<>word redirection operator open files for both reading and writing in shell scripting?,01KSHSNCQG3AHQD1ZG8MSXQ7D5,1,50,9.25,8.5,656.9,3,1,0.333333,0.500000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,13,How to disable the warning when a function runs without set -e in an if condition in Bash?,01KSHSND6JVG7A73RM55KQQ7ES,1,50,8.0625,6.6875,665.5,1,1,1.000000,1.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,14,bash history variables HISTSIZE HISTFILE HISTFILESIZE,01KSHSNCN4E4GQ4JCCB8MF8W9C,1,50,7.125,6.5,1353.5,5,1,0.200000,0.386853
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,15,"How to use foo ""$@"" in a shell script to make function's $1 refer to script's $1?",01KSHSND7XV2EPM69M5B27W9HA,1,50,9.6875,4.5625,733.1,1,1,1.000000,1.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,16,sh history expansion modifiers explanation,01KSHSNCR0046EPDH0CEY7J6V2,1,50,7.125,4.9375,779.5,0,0,0.000000,0.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,17,how to use numbers with leading zeros in a bash loop using seq,01KSHSNCYA4WRGCVZ85JEQ8KJV,1,50,8.1875,6.125,874.7,5,1,0.200000,0.386853
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,18,Bash loop commands syntax explanation,01KSHSND1B99JABS5DV0BKMXX0,1,50,6.3125,3.4375,717.4,2,1,0.500000,0.630930
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,19,readline function manpage name section,01KSHSNCP059MHZR946HT1HQ6V,1,50,7.6875,5.25,627.2,1,1,1.000000,1.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,20,how to pass arguments with spaces in bash using arrays,01KSHSND84S923WGQRHDQSF0QC,0,50,6.0,4.875,664.4,0,0,0.000000,0.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,21,How does Bash handle regular expressions with the =~ operator and BASH_REMATCH variable?,01KSHSNCVS9VGHHAEGBPQGTRBM,1,50,8.3125,4.875,749.2,3,1,0.333333,0.500000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,22,step 99.4 translate the strings,01KSHSND09JAAR298H1QFGWGPG,1,50,7.25,1.625,475.6,1,1,1.000000,1.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,23,What is the content of SC2075.md?,01KSHSND875BS6BTH9H81C61QH,1,50,7.1875,4.0,141.6,1,1,1.000000,1.000000
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,24,"In bats, why doesn't ! cause a test failure and how to fold it into a conditional?",01KSHSND6G8T6Q349J7HX8KE1M,1,50,10.8125,7.8125,549.5,5,1,0.200000,0.386853
Q4_qwen3_1500c_inproc,alpha,0.75,50,1,Qwen/Qwen3-Reranker-0.6B,1500,inproc,5,25,declare command portability bash zsh posix,01KSHSND4VD23GPDDXCA8SBTXN,1,50,8.3125,5.8125,750.9,1,1,1.000000,1.000000
